state,fold,population,household.size,race.pctblack,race.pctwhite,race.pctasian,race.pcthisp,age.pct12to21,age.pct12to29,age.pct16to24,age.pct65up,num.urban,pct.urban,med.income,pct.wage.inc,pct.farmself.inc,pct.inv.inc,pct.socsec.inc,pct.pubasst.inc,pct.retire,med.family.inc,percap.inc,white.percap,black.percap,indian.percap,asian.percap,other.percap,hisp.percap,num.underpov,pct.pop.underpov,pct.less9thgrade,pct.not.hsgrad,pct.bs.ormore,pct.unemployed,pct.employed,pct.employed.manuf,pct.employed.profserv,pct.occup.manuf,pct.occup.mgmtprof,male.pct.divorce,male.pct.nvrmarried,female.pct.divorce,total.pct.divorce,ave.people.per.fam,pct.fam2parents,pct.kids2parents,pct.youngkids2parents,pct.teens2parents,pct.workmom.youngkids,pct.workmom,num.kids.nvrmarried,pct.kids.nvrmarried,num.immig,pct.immig.recent,pct.immig.recent5,pct.immig.recent8,pct.immig.recent10,pct.pop.immig,pct.pop.immig5,pct.pop.immig8,pct.pop.immig10,pct.english.only,pct.no.english.well,pct.fam.hh.large,pct.occup.hh.large,ave.people.per.hh,ave.people.per.ownoccup.hh,ave.people.per.rented.hh,pct.people.ownoccup.hh,pct.people.dense.hh,pct.hh.less3br,med.num.br,num.vacant.house,pct.house.occup,pct.house.ownoccup,pct.house.vacant,pct.house.vacant.6moplus,med.yr.house.built,pct.house.nophone,pct.house.no.plumb,value.ownoccup.house.lowquart,value.ownoccup.med,value.ownoccup.highquart,rent.lowquart,rent.med,rent.highquart,med.rent,med.rent.aspct.hhinc,med.owncost.aspct.hhinc.wmort,med.owncost.as.pct.hhinc.womort,num.in.shelters,num.homeless,pct.foreignborn,pct.born.samestate,pct.samehouse1985,pct.samecity1985,pct.samestate1985,land.area,pop.density,pct.use.publictransit,pct.police.drugunits,violentcrimes.perpop
CA,1,10.76985248,3.04,17.58,58.6,12.18,23.73,13.97,29.12,13.19,7.12,10.76985248,100,38532,82.87,0.61,31.39,20.03,12.03,14.42,41512,13686,15469,10521,9.289059127,9.528866828,9111,10286,8.531490496,10.79,10.56,23.51,14.35,7,64.56,14.11,18.47,13.94,20.46,10.58,31.2,14.28,12.46,3.44,71.49,66.23,80.69,76.1,59.39,65.81,7.463363046,5.04,9.093806556,19.11,29.16,41.56,51.55,3.58,5.46,7.77,9.64,71.46,6.29,10.13,7.74,3.02,3.11,2.88,63.21,11.08,43.52,3,6.972606251,93.62,61.4,6.85,13.7,1975,3.61,0.57,106700,138900,165800,409,566,675,622,27.1,25.9,12.9,4.875197323,3.526360525,18.71,53.33,44.42,75.07,88.89,2.509599262,4222.7,1.710187816,0,868.12
CA,1,11.19575965,2.89,0.93,90.3,6.25,7.71,14.31,24.75,11.58,7.47,11.19575965,100,61058,87.49,0.49,56.07,15.65,1.79,13.66,64690,24160,24844,19738,9.807857322,9.806536026,15757,17938,7.259116128,1.96,1.38,6.33,39.1,2.9,72.49,18.78,22.33,5.18,39.89,7,25.83,10.77,8.93,3.2,85.98,85.36,94.05,87.05,55.4,65.83,5.655991811,0.63,9.119211439,12.71,18.42,30.12,38.21,1.59,2.31,3.78,4.79,85.41,1.73,4.61,3.75,2.88,2.93,2.69,81.35,2.89,30.22,3,7.106606138,95.38,80,0.08,24.77,1978,0.22,0.28,211200,254500,323000,719,916,1001,969,30.1,27.2,11.8,0,0,12.54,41.58,41.92,72.76,83.65,2.949688335,4027.7,0.482426149,0,225.56
CA,1,12.97022334,2.7,13.68,58.38,13.57,23.62,13.82,31.13,15.56,9.56,12.97022334,100,31938,77.65,0.52,35.44,21.04,11.35,13.73,36305,15639,20334,10518,9.446123704,9.163772736,6860,7758,11.15188386,16.82,11.53,24.49,23.22,6.54,62.93,20.42,22.77,13.21,28.85,11.64,41.43,15.94,13.78,3.36,64.25,60.26,71.53,67.31,50.26,57.56,9.913833845,7.4,11.55359705,19.87,31.62,45.72,61.08,4.82,7.67,11.09,14.81,67.24,9.81,11.98,7.18,2.61,2.55,2.65,40.03,16.49,74.38,2,9.342595951,93.3,40.96,3.39,16.67,1955,4.28,0.73,168700,222900,292600,435,551,694,605,30,25.1,11.4,5.978885765,4.204692619,24.25,40.92,40.38,77.16,84.29,3.966511191,8287.7,1.987874348,4.2,1631.98
CA,1,11.23975098,3.18,2.76,75.88,7.1,30.36,14.89,30.69,14.33,5.3,11.23975098,100,43555,88.08,0.85,33.78,14.43,6.57,11.97,46618,15292,16292,19120,9.798626912,9.650722072,8557,8767,8.744966011,8.31,10.42,23.88,17.96,5.76,68.96,25.74,16.73,16.73,26.65,8.31,29.4,11.54,9.9,3.5,81.42,76.95,90.23,80.51,58.88,65.63,7.319202459,2.97,9.561841957,17.82,29.3,40.61,52.31,3.33,5.47,7.58,9.77,69.13,8.33,10.4,8.44,3.16,3.21,3.08,64.92,11.78,43.8,3,7.870547845,90.13,63.94,0.23,18.37,1982,2.36,0.3,147300,186300,235600,501,592,697,659,27.7,28.6,11.9,4.043051268,2.302585093,18.68,51.77,32.85,50.62,87.02,3.417726684,2579.1,0.548121409,0,519.47
FL,1,11.28280765,2.94,3.48,93.08,2.12,7.12,16.71,27.43,12.9,6.39,11.28280765,100,43428,87.41,0.34,47.14,16.88,2.15,9.04,49856,18319,18653,11989,10.19619448,9.710388123,10683,13111,8.315811132,5.16,3.42,10.81,31.47,3.85,72.25,9.84,21.44,6.2,32.87,7.37,27.41,11.81,9.68,3.34,81.78,81.54,91.14,83.5,60.56,70.12,6.693323668,1.66,9.108529106,14.22,25.17,34.8,42.91,1.62,2.86,3.96,4.88,86.64,1.82,4.02,3.18,2.94,3.16,2.58,67.04,3.69,42.47,3,7.92732436,90.7,62.4,0.47,23.78,1982,1.05,0.22,127700,160200,207500,497,576,678,661,27.9,26.1,13.8,0,0.693147181,11.37,18.21,33.35,61.84,68.53,3.230804396,3265,0.576613364,6.54,294.6
CA,1,10.57034209,2.66,4.08,71.62,17.93,18.61,11.64,27.46,12.38,9.68,10.57034209,100,42019,83.76,0.65,49.2,19.09,4.56,15.36,48112,18289,19667,12957,9.596146842,9.67501734,12257,13548,7.497207223,4.77,5.65,15.96,21.32,4.12,67.83,9.14,18.48,10.85,26.21,10.12,35.33,13.22,11.65,3.18,77.36,74.56,90.43,79.4,71.93,73.77,6.270988432,2.08,9.147081032,12.97,19.37,29.8,38.61,3.12,4.67,7.18,9.3,69.5,4.76,6.14,4.07,2.58,2.66,2.45,64.39,8.8,55.87,2,6.289715571,96.46,62.5,1.86,19.14,1960,0.85,0.4,249300,294600,357100,595,709,877,763,27.6,25.8,11.5,1.791759469,0,24.09,53.33,53.45,76.69,91,2.041220329,5846.5,1.987874348,0,282.16
CA,1,10.18644599,3.62,6.85,86.16,3.44,8.26,23.9,45.2,31.94,11.86,10.18644599,100,47790,71.68,1.19,61.52,30.93,4.04,25.71,58074,21972,23701,10450,9.335121089,9.457122322,11206,13588,6.535241271,4.07,2.13,5.88,39.25,1.71,75.39,8.47,27.71,3.93,43.73,7.79,55.51,13.95,9.8,2.79,80.21,80.06,92.05,75.41,60.56,70.42,4.143134726,0.49,7.770223204,20.02,28.67,42.02,48.27,1.79,2.56,3.75,4.31,87.14,1.29,3.17,2.02,2.28,2.29,2.26,50.42,2.39,54.77,2,7.506042179,80.12,50.16,0.17,28.88,1966,0.42,0.07,337500,452500,500001,581,746,1001,805,27.9,27.6,11.4,0,0,8.92,20.38,26.25,43.63,53.27,2.197224577,3324.1,1.982379829,0,332.73
CA,1,9.64166814,3.2,4.17,59.91,31.11,12.16,16.96,29.17,15.75,5.24,9.64166814,100,54364,90.63,0.86,50.34,12.22,3.2,12.34,56959,19337,21960,18848,10.60801968,9.628063377,12119,14640,6.807934944,5.89,3.34,11.15,31.52,2.5,74.04,21.68,20.4,7.78,36.65,6.76,31.95,9.45,8.12,3.41,83.33,79.48,88.99,78.35,64.29,69.33,4.48863637,0.88,8.355144739,15.08,18.96,32.35,42.98,4.16,5.24,8.93,11.87,63.94,6.41,6.93,5.92,3.2,3.3,2.91,76.5,8.29,26.48,3,4.795790546,97.57,74.18,0,15.83,1971,0.85,0.12,255600,306500,360500,672,729,881,810,27.5,23,11.2,0,0.693147181,27.62,44.28,58.81,71.95,89.85,1.064710737,8169.9,0.512823626,0,372.95
CA,1,9.452815852,3.41,0.24,55.84,3.11,60.37,16.12,29.5,14.75,10.45,0,0,22032,73.44,1.42,27.11,29.37,23.93,12.07,24974,8354,10137,3973,9.034438167,9.220686664,5723,5915,7.947325027,22.58,34.36,50.72,8.98,14.95,52.83,8.25,20.32,15.91,15.63,5.95,30.23,10.5,8.21,3.69,72.43,67.29,75.81,81.02,48.17,58.49,6.052089169,3.93,7.99530662,16.62,27.48,36.48,43.66,3.87,6.4,8.49,10.16,47.05,16.08,15.54,12.75,3.31,3.19,3.5,57.06,21.94,52.95,2,4.644390899,97.31,59.28,2.91,35.92,1967,6.86,1.07,53400,67500,86500,216,296,369,376,30,23.2,11.9,0,0,23.28,54.7,47.28,78.97,90.63,1.335001067,4583.8,0,0,587.33
FL,1,9.707776759,2.57,5.38,91.2,1.96,8.65,14.36,28.13,14.18,9.02,9.707776759,100,37156,85.91,0.42,53.81,18.82,1.72,15.61,41982,19266,20177,10521,0,8.850087607,11488,14543,6.981934677,6.67,2.42,7.82,39.7,2.92,71.21,8.67,32.9,5.66,40.73,8.04,29.53,14.39,11.42,2.93,74.99,74.49,82.25,75.7,73.71,76.44,4.941642423,1.34,7.11395611,17.67,23.62,29.64,39.33,1.32,1.76,2.21,2.94,86.85,1.44,2.48,1.8,2.52,2.61,2.37,64.96,2.23,45.14,3,6.098074282,93.52,62.75,0,18.47,1977,1.14,0.15,70900,100100,148400,396,443,517,523,26.5,21.7,12.9,0,0,7.47,33.17,39.88,69.58,78.9,1.808288771,3209.2,0.609765572,0,210.79
CA,1,9.37627845,2.28,4.35,91.05,1.06,5.69,10.89,18.64,8.68,23.42,0,0,16600,48.41,0.1,26.22,49.6,22.96,23.99,20998,9531,9679,7842,8.905308661,9.119320974,7763,5860,7.861727078,22.15,10.62,38.79,5.26,12.8,34.84,3.79,21.69,15.05,17.56,16.84,19.44,18.56,17.75,2.8,55.92,50.72,48.36,80.37,51.14,55.79,5.552959585,2.34,5.924255797,1.61,8.85,15.28,16.89,0.05,0.28,0.48,0.53,94.94,0.19,4.53,2.86,2.27,2.15,2.49,62.24,6.51,78.1,2,7.667158255,70.8,65.59,1.31,57.4,1971,10.41,0.49,51000,68200,94600,251,323,394,437,34,25.1,14.6,1.945910149,3.258096538,3.16,58.06,40.94,66.21,93.29,2.459588842,1101.9,0.451075619,0,1687.02
FL,2,10.74062685,2.28,20.12,77.74,0.63,6.76,9.11,20.12,9.05,27.21,10.74155725,100,28824,61.44,0.44,50.14,45.65,4.35,22.53,34186,16668,19104,7688,9.471396088,9.650786449,11181,10160,8.382060517,9.59,9.6,26.93,16.36,5.26,50.58,7.46,22.58,8.72,24.55,9.4,24.14,12.08,10.86,2.75,65.86,58.86,76.65,67.77,65.41,74.07,7.514254653,4.87,8.661466681,14.23,25.09,32.66,44.29,1.78,3.14,4.08,5.54,83.66,2.88,5,3.27,2.25,2.18,2.47,74.16,4.84,72.66,2,8.566554621,79.44,76.45,1.43,24.47,1976,2.71,0.33,62900,79400,103700,427,537,625,632,28.1,23.4,11.9,2.833213344,2.564949357,12.49,22.11,48.19,72.79,79.61,2.815408719,2945.3,0.712949808,0,1357.38
FL,2,9.55002174,2.17,0.48,98.32,0.58,2.03,8.94,19.79,9.42,28.94,9.55002174,100,18514,55.7,0.39,42.53,49.05,5.54,27.24,22576,11294,11302,9274,8.22684089,9.638805604,16409,8119,7.585788822,14.61,10.26,32.74,8.24,5.97,43.13,6.37,27.3,11.33,21.43,12.76,20.47,14.92,13.98,2.65,65.16,62.76,78.28,69.16,64.56,71.15,5.365976015,1.71,6.514712691,2.82,3.71,10.68,18.25,0.14,0.18,0.51,0.88,92.14,0.68,2.2,1.31,2.09,2.07,2.12,64.29,2.12,82.39,2,7.206377291,82.78,64.78,0.74,35.63,1974,5.76,0.2,40300,50400,66100,271,314,350,372,29.5,23.6,11.2,1.386294361,2.302585093,4.8,17.37,44.9,69.85,79.05,1.686398954,3224.1,0,0,522.13
CA,2,9.300820725,2.84,3.77,80.2,5.87,18.19,13.38,25.7,11.85,8.32,9.300820725,100,45127,86.38,1.18,43.01,17.94,6.4,16.48,49307,18940,19186,21432,10.39457975,9.783013399,15940,15082,5.976350909,3.64,2.88,12.4,26.84,4.24,69.99,9.48,33.36,10.1,38.54,9.81,26.07,13.12,11.52,3.2,79.44,76.43,90.89,84.81,57.48,67.79,5.332718793,2.82,6.961296046,8.73,16.22,24.86,27.42,0.84,1.56,2.39,2.64,84.27,0.74,5.9,4.56,2.81,2.92,2.55,73.65,4.54,33.7,3,5.313205979,95.02,70.94,0.5,16.83,1974,1.69,0.2,111600,137000,168100,483,609,719,639,24.7,22.3,10.1,0,0,9.63,54.09,44.77,71.27,90.37,1.526056303,3047.3,0.506817602,0,316.75
CA,2,11.33852446,3.53,26.14,34.72,24.97,27.87,16.01,29.52,15.16,7.57,11.33852446,100,43882,86.79,0.47,32.58,20.71,9.1,17.22,47387,13749,14907,15735,9.585414999,9.430198532,9272,9766,8.664060267,6.95,12.8,28.65,17.06,7.17,64.75,27.23,20.11,17.05,21.14,8.65,34.56,12.58,10.68,3.86,76.49,65.66,85.37,81.28,67.01,71.65,7.849713758,3.8,10.02932694,11.12,19.19,29.86,40.07,3,5.18,8.06,10.82,58.38,7.02,18.36,15.11,3.51,3.49,3.61,78.39,20.72,43.71,3,6.452048954,97.41,78.99,3.32,21.33,1965,2,0.41,155100,188100,226400,483,648,826,721,28,23.1,11.2,0,0,27,43.94,59.7,90.57,92.73,3.020424886,4303,1.229640551,0,1267.73
FL,2,10.76253045,2.64,3.85,92.82,1.75,9.98,12.46,26.77,12,8.46,10.76253045,100,36843,87,0.39,38.53,19.32,2.99,10.16,41768,16747,17319,7042,9.926129283,9.42084438,10262,13599,8.199738961,7.77,4.56,19.32,20.5,4.66,70.62,9.29,20,8.95,27.69,11.74,27.29,15.43,13.64,3.06,76.49,73.84,86.33,76.04,59.89,71,6.475432717,2.1,8.54694615,17.63,24.35,33.59,44.99,1.92,2.66,3.66,4.91,84.18,2.08,3.49,2.51,2.62,2.69,2.43,75.71,4.32,51.08,2,7.592366129,90.03,73.83,2.88,27.45,1979,2.97,0.4,75900,106600,150900,392,498,601,581,26.3,24.8,11.3,0,0,10.91,30.22,36.21,71.45,83.54,3.540959324,1411.1,0.39877612,0,536.18
CA,2,9.872151672,2.46,2.92,79.24,9.09,19.38,10.87,27.17,11.82,10.09,9.872151672,100,36222,79.67,0.51,40.13,21.53,7.37,14.17,42284,16791,18281,6502,9.780302452,9.560715514,8510,10866,7.630461262,10.68,7.12,20.68,20,4.7,67.68,23.69,19.55,10.32,28.61,13.2,32.07,18.38,15.92,3.04,69.15,65.57,77.51,73.92,51.66,61.68,6.126869184,3.61,8.060855753,16.55,23.3,33.44,45.88,2.7,3.81,5.46,7.5,75.81,5.16,5.13,3.3,2.44,2.42,2.47,45.04,8.72,67.22,2,5.953243334,95.35,45.55,1.82,19.79,1962,1.52,0.23,231600,292400,378700,506,645,779,702,27.4,27,11.7,0,4.219507705,16.34,48.86,45.07,87.46,92.23,1.098612289,9868.6,1.098612289,0,1287.84
CA,2,11.00489593,2.25,1.6,87.04,6.83,11.5,8.78,29.76,11.31,6.69,11.00489593,100,51913,87.35,0.48,49.55,12.87,3.53,10.17,58760,26230,26766,29539,9.897066985,10.15300036,15746,15718,8.118505068,5.59,2.66,9.58,40.44,3.38,78.45,24.94,18.23,5.48,42.6,13.56,42.32,17.78,15.62,2.82,70.93,69,87.1,73.14,62.36,69.11,6.929516771,3.45,8.919051804,17.1,24.77,32.23,39.95,2.12,3.08,4,4.96,84.14,2.7,3.22,1.77,2.25,2.39,2.13,49.23,4.11,60.63,2,7.315883505,94.67,46.37,0.93,14.24,1966,0.56,0.46,289100,348300,411600,679,828,987,863,25.4,27.4,11.8,0,3.401197382,12.42,43.47,39.07,77.69,84.01,2.014903021,9250.8,0.879626748,0,599.45
FL,2,9.609384912,2.35,27.56,71.41,0.38,1.96,11.77,22.27,10.95,21.61,0,0,20213,64.65,1.06,36.06,42.96,9.09,22.04,24225,11457,13620,5827,9.919164032,9.796069366,5105,7395,7.956827122,19.62,12.38,33.58,13.66,7.76,50.09,11.45,26.74,14.4,21.31,12.45,23.83,15.62,14.22,2.86,57.25,50.73,54.49,51.45,59.78,70.98,6.618738984,5.39,6.186208624,21.86,24.12,32.58,38.35,0.71,0.79,1.06,1.25,94.86,0.65,4.2,2.73,2.28,2.14,2.48,54.11,4.16,62.53,2,6.886531643,86.65,57.67,6.65,29.04,1971,10.13,0.31,42100,54900,76400,193,275,344,358,25.6,18.7,11.5,3.80666249,0,3.25,41.55,48.94,74.5,85.28,2.332143895,1604.5,0.512823626,0,2018.97
CA,2,10.51748329,4.1,3.54,63.92,7.84,74.86,18.71,35.04,17.86,5.66,10.51748329,100,33273,84.76,0.37,17.39,20.83,14.06,11.83,33997,9060,9243,11647,9.016998312,9.173053787,8032,7920,8.545586266,14.02,23.05,49.37,7.46,9.23,59.94,28.4,15.98,26.84,13.06,8.21,39.35,12.56,10.37,4.27,72.33,60.5,82.44,76.36,48.48,57.14,7.390798522,5.27,9.527775403,18.95,28.02,36.24,46.57,7.04,10.41,13.47,17.31,33.11,17.59,26.78,23.07,4.06,4.23,3.8,63.4,32.6,47.08,3,5.587248658,97.14,60.93,1.88,22.18,1959,3.8,1.02,130200,155400,173900,396,547,683,606,31,24.2,11.7,0,0.693147181,37.17,47.92,53.77,87.77,89.79,1.526056303,10219.9,1.827769907,0,1664.84
CA,2,11.011555,2.14,1.05,90.6,6.68,4.74,9.6,21.09,9.53,19.52,11.011555,100,45529,70.65,0.43,65.31,33.09,2.57,23.06,60046,26354,26957,17597,10.09187401,9.964018052,17690,18221,7.730614066,3.81,1.71,5.64,46.92,3.27,60.13,9.5,27.7,4.36,45.37,9.53,27.47,12.94,11.39,2.75,79.05,79.33,88.92,82.69,57.5,70.01,6.068425588,1,8.972844314,15.47,21.74,29.45,34.91,2.01,2.83,3.83,4.55,86.24,1.75,2.35,1.37,2.11,2.23,1.86,71.49,1.64,57.28,2,7.391415235,94.59,67.73,3.02,25.79,1970,0.46,0.22,220600,291500,366900,578,675,864,720,27.3,23.9,11.9,0,2.079441542,13.02,42.9,47.97,70.9,85.95,3.044522438,3028.4,2.607861474,0,293.54
CA,2,9.863342412,3.26,0.62,63.53,2.5,56.14,15.93,30.76,14.4,8.03,0,0,32857,83.85,1.87,28.99,21.92,9.5,13.51,35254,11415,13258,9731,9.378224881,9.515985145,7663,8217,7.707961532,11.71,22.73,36.73,11.64,10.99,62.77,20.74,18.14,17.35,18.09,8.62,31.41,11.71,10.16,3.63,75.81,71.2,84.66,77.78,62.75,69.53,6.369900983,4.13,8.28878581,8.52,22.3,27.07,36.12,1.76,4.62,5.61,7.48,53.54,12.14,13.42,10.6,3.21,3.25,3.17,55.86,16.86,45.05,3,5.789960171,94.76,55.31,1.23,20.55,1974,2.78,0.35,143000,181500,223900,374,504,634,546,26.3,26.2,12.5,4.248495242,2.564949357,20.71,60.81,48.34,76.04,94.16,1.931521412,3283,0.246860078,0,918.22
CA,2,10.21968419,2.59,2.6,76.09,7.72,17.88,13.67,28.92,13.69,10.47,10.21968419,100,23491,76.39,1.7,29.39,23.98,14.42,17.12,27796,11815,13262,8691,9.458527694,8.940236232,5674,6029,8.51559191,18.56,11.05,25.73,16.37,11,55.93,9.92,23.97,10.39,24.35,13.77,28.36,19.34,16.73,3.12,61.7,60.4,74.54,63.82,52.54,62.46,6.222576268,2.34,8.177515824,18.04,30.43,40.77,52.6,2.34,3.95,5.29,6.82,78.92,6.26,6.74,4.49,2.54,2.56,2.52,41.07,8.55,63.29,2,6.186208624,95.62,40.71,0.82,15.05,1971,4.82,0.42,64400,86300,117300,269,327,395,391,27.3,21.9,11.9,3.135494216,3.737669618,12.97,53.7,34.93,64.64,86.84,2.104134154,3832,0.223143551,0,644.09
CA,2,9.973992613,3.19,12.99,70.45,3.32,35.9,13.19,30.84,13.32,8.77,0,0,28611,77.43,0.64,20.58,23.29,14.13,14.71,31144,9773,10285,8306,8.989444293,9.362803915,8072,6793,8.11342664,15.73,15.21,35.87,7.28,9.73,54.95,21.39,16.47,22.15,17.4,8.59,26.09,13.21,10.96,3.52,75.2,68.59,82.19,73.25,51.28,53.91,6.507277712,3.96,8.286521374,13.93,23.43,34.27,46.56,2.58,4.33,6.34,8.61,67.1,9.26,12.25,9.92,3.16,3.17,3.14,70.08,14.5,51.41,2,6.943122423,86.66,69.92,2.22,33.72,1985,6.48,0.62,92400,112700,132300,285,388,561,442,35.1,29,12.2,0,0,18.49,50.2,26.9,49.07,87.83,3.45946629,697.7,0.412109651,0,1379.97
FL,2,9.736428922,1.86,1.27,98.27,0.3,0.68,4.68,9.38,4.64,48.35,9.736428922,100,27834,39.25,0.94,69.63,68.37,3.68,40.08,33024,19940,20227,2476,9.554780778,9.776846652,581,11562,6.851184927,5.79,6.2,19.28,23.32,3.96,27.58,8.34,27.49,8.22,26.11,7.78,13.07,9.61,8.84,2.29,63.39,60.8,84.08,71.14,57.14,71.89,4.682131227,0.61,7.03966035,2.72,3.16,4.04,4.82,0.18,0.21,0.27,0.33,93.51,0.91,1.05,0.63,1.8,1.81,1.76,74.92,0.81,81.68,2,8.122668023,72.94,74.38,0.06,32.62,1974,3.02,0,68800,91300,130700,369,468,605,535,29.4,22.6,11.2,0,1.386294361,6.74,6.75,49.33,69.68,74.8,2.163323026,2201.1,0.139761942,0,353.42
FL,2,10.03254018,2.71,21.26,75.56,0.57,8.3,13.83,25.82,12.12,12.46,0,0,25268,77.36,1.65,28.1,28.59,8.51,13.4,30513,12292,13802,6797,9.431562078,11.55311686,3583,6602,8.29529886,17.84,14.22,32.03,13.45,5.34,60.55,16.97,18.88,19.25,21.82,11.77,23.21,14.76,13.4,3.15,66.79,60.59,70.03,74.54,52.65,64.3,6.792344427,4.57,6.941190055,12.29,31.95,38.92,47.14,0.56,1.45,1.77,2.14,90.35,1.99,6.52,4.82,2.67,2.62,2.76,64.63,7.05,49.11,3,6.862757913,89.79,65.81,2.2,29.42,1973,13.03,0.73,42500,59900,89500,224,315,397,400,28,22.5,13,0,1.945910149,4.54,50.54,42.36,76.15,84.52,3.131136911,1037.9,0,0,2523.46
CA,2,11.68502832,3.4,13.81,67.45,6.65,22.87,15.01,28.36,11.68,3.81,11.68342744,99.84,42186,89.15,0.26,28.65,12.35,7.71,13.92,44100,13474,14447,12648,9.358243002,9.344871265,9928,10229,9.197356444,8.36,5.78,18.18,14.29,7.31,67.57,16.76,18.96,14.02,22.67,8.23,25.49,12.07,10.17,3.64,81.18,77.12,87.41,80.2,55.35,63.74,7.837948916,3.17,9.592195614,13.88,24.37,31.8,40.84,1.71,3.01,3.92,5.04,78.54,3.84,10.84,9.29,3.4,3.44,3.26,75.04,9.14,28.48,3,8.000014094,92.15,74.03,1.58,18.39,1985,3.04,0.26,119700,140800,168100,482,602,727,675,30.5,28.1,11.2,1.945910149,1.098612289,12.33,53.09,26.07,46.43,87.35,3.94931879,2333.6,0.647103242,0,1201.33
CA,2,10.14285872,2.3,0.14,97.11,1.04,3.44,9.73,16.28,7.27,27.39,0,0,22954,52.12,0.47,50.42,49.82,11.51,30.05,28845,12887,12967,1805,9.373479109,9.122164681,9931,7466,7.930565854,11.13,6.62,22.55,15.06,7.48,40.91,8.29,28.33,10.93,24.87,10.17,18.44,13.6,12.03,2.74,71.95,69.23,79.27,80.38,50.67,62.57,5.347107531,0.93,6.940222469,6.01,6.98,8.43,10.37,0.24,0.28,0.34,0.42,94.7,0.6,2.92,1.99,2.26,2.25,2.29,72.19,3.01,67.6,2,6.378426184,94.95,72.51,2.38,36.56,1971,1.84,0.15,75900,97600,137200,288,370,457,454,28.9,24.1,12,0,0,4.06,54.39,45.04,71.87,93.67,3.010620886,1315.7,0.451075619,0,252.63
CA,2,9.922848906,3.08,1.17,90.13,6.85,6.1,15.82,24.89,11.47,3.61,9.922848906,100,70919,90.14,0.75,53.94,10.53,1.58,6.73,76361,27539,28082,18932,10.3198926,10.1089151,16020,17461,6.577861358,3.53,1.6,7.13,44.15,3.61,74.64,11.71,23.43,4.4,44.57,6.95,26.64,11.58,9.34,3.37,86.68,86.65,91.45,87.03,52.78,65.2,4.127134385,0.54,7.960323629,8.59,15.96,24.79,29.89,1.21,2.24,3.48,4.2,83.94,1.67,4.71,3.9,3.08,3.17,2.67,85.63,2.3,20.04,3,5.762051383,95.42,83.4,0.63,15.77,1979,0,0.1,280900,368400,497000,792,935,1001,962,27.7,28.9,11.6,0,0,14.05,47,41.68,77.23,86.78,2.251291799,2410.2,0.482426149,0,368.76
CA,2,10.19623179,2.17,0.97,87.45,8.87,10.19,8.72,22.76,9.69,16.12,10.19623179,100,42487,76.7,0.83,56.23,26.57,2.15,16.3,55089,25031,25709,20260,10.22860991,9.965616924,14552,15363,7.120444372,4.69,4.69,11.75,33.48,2.8,65.69,9.14,21.56,7.07,34.97,11.09,31.81,14.37,12.86,2.85,78.34,77.68,88.22,75.39,64.77,72.87,5.351858133,1.29,8.554103545,17.7,22.46,32.29,40.27,3.43,4.35,6.25,7.79,78.17,3.48,3.22,1.77,2.13,2.49,1.81,55.47,4.49,67,2,6.37331979,95.47,47.63,1.88,15.56,1951,0.79,0.17,355000,461500,500001,583,682,864,726,25.2,24.6,11.8,0,1.098612289,19.35,50.6,51.8,77.34,89.94,1.704748092,5955.8,2.163323026,0,273.51
FL,2,11.22513672,2.52,1.01,97.47,0.62,3.67,10.48,20.43,9.11,20.68,11.20290235,97.8,31177,68.06,0.54,51.63,41.25,3.19,28.4,33916,14934,15067,10717,8.977777599,9.078978054,9101,8938,8.387539983,5.91,5.24,18.63,15.22,4.35,54.69,6.96,21.15,10.25,22.82,8.06,17.72,10.38,9.28,2.81,79.67,77.25,89.09,81.75,65.3,74.28,5.828945618,0.57,8.493310251,6.92,11.99,17.89,21.84,0.45,0.78,1.16,1.42,91.03,0.91,2.43,1.9,2.5,2.49,2.55,74.62,1.66,37.67,3,8.463581422,86.26,75.11,0.15,21.57,1981,1.3,0.1,70000,91100,130500,375,438,537,533,26.7,23.6,11.9,0,0,6.51,13.69,34.49,60.88,66.97,4.699570861,688.6,0.350656872,0,303.72
FL,2,10.83883554,2.23,16.22,81.99,0.69,4.73,10.72,22.78,11.3,21.45,10.83916906,100,24884,65.37,0.45,45.23,40.1,5.56,18.68,30236,16151,18170,6604,9.199481629,8.99305463,7716,9055,8.77971129,13.25,7.79,23.64,21,4.69,55.05,8.58,23.37,10.18,24.92,15.18,30.93,17.66,16.51,2.73,55.96,50.44,61.32,57.17,65.83,74.7,7.551186867,4.87,8.101071503,10.01,17.05,22.72,29.69,0.65,1.1,1.47,1.92,91.07,1.38,3.36,1.98,2.14,2.11,2.19,55.93,3.95,70.12,2,8.331586244,84.61,56.88,2.91,24.86,1967,7.96,0.3,55700,71600,107800,317,411,509,492,28.6,23,12.2,4.442651256,2.079441542,6.47,27.13,45.21,73.63,81.08,2.785011242,3363.3,0.936093359,6.77,1846.45
